rbi,mode,direction,zone_width,entry_price,weighted_pnl,bars_held,leg1_exit,leg1_pnl,leg2_exit,leg2_pnl,mfe,mae,t1_ticks,t2_ticks,stop_ticks,entry_bar,exit_bar,score,trend,tf
116162,WT,-1,121.0,25327.5,63.60000000000001,9,TARGET_1,60.0,TARGET_2,80.0,103.0,12.0,60,80,240,116163,116171,17.080000000000002,NT,15m
116191,WT,-1,121.0,25330.75,63.60000000000001,14,TARGET_1,60.0,TARGET_2,80.0,83.0,47.0,60,80,240,116192,116205,16.900000000000002,WT,15m
116228,WT,-1,121.0,25324.25,4.200000000000003,160,TARGET_1,60.0,TIMECAP,-100.0,66.0,146.0,60,80,240,116229,116388,16.900000000000002,NT,15m
116690,WT,1,76.0,25319.0,63.60000000000001,108,TARGET_1,60.0,TARGET_2,80.0,93.0,133.0,60,80,240,116691,116798,17.86,NT,30m
116835,WT,1,66.0,25350.75,63.60000000000001,3,TARGET_1,60.0,TARGET_2,80.0,105.0,12.0,60,80,240,116836,116838,17.86,WT,30m
117085,CT,1,211.0,25382.5,50.2,23,TARGET_1,40.0,TARGET_2,80.0,82.0,60.0,40,80,190,117086,117108,19.87,CT,90m
117128,WT,1,211.0,25382.25,63.60000000000001,3,TARGET_1,60.0,TARGET_2,80.0,99.0,1.0,60,80,240,117129,117131,16.900000000000002,WT,90m
117888,WT,1,231.0,25255.75,63.60000000000001,22,TARGET_1,60.0,TARGET_2,80.0,83.0,66.0,60,80,240,117889,117910,16.900000000000002,WT,90m
118447,CT,1,350.0,25295.5,50.2,23,TARGET_1,40.0,TARGET_2,80.0,84.0,112.0,40,80,190,118448,118470,21.590000000000003,CT,30m
118662,CT,1,393.0,25364.5,50.2,68,TARGET_1,40.0,TARGET_2,80.0,82.0,168.0,40,80,190,118664,118731,18.62,CT,30m
118914,CT,-1,138.0,25444.75,-38.900000000000006,66,TARGET_1,40.0,STOP,-190.0,65.0,196.0,40,80,190,118915,118980,17.66,CT,15m
119044,WT,-1,254.0,25482.0,63.60000000000001,15,TARGET_1,60.0,TARGET_2,80.0,103.0,9.0,60,80,240,119045,119059,19.380000000000003,NT,30m
119110,WT,-1,254.0,25480.75,63.60000000000001,27,TARGET_1,60.0,TARGET_2,80.0,92.0,48.0,60,80,240,119111,119137,19.380000000000003,NT,30m
121608,WT,1,431.0,25607.0,63.60000000000001,8,TARGET_1,60.0,TARGET_2,80.0,92.0,32.0,60,80,240,121609,121616,17.080000000000002,NT,90m
121767,WT,1,431.0,25605.5,63.60000000000001,107,TARGET_1,60.0,TARGET_2,80.0,93.0,76.0,60,80,240,121768,121874,16.900000000000002,NT,90m
123645,WT,-1,44.0,25673.75,63.60000000000001,71,TARGET_1,60.0,TARGET_2,80.0,84.0,46.0,60,80,240,123646,123716,17.66,NT,15m
123718,CT,1,42.0,25648.25,-1.2800000000000011,160,TARGET_1,40.0,TIMECAP,-76.0,71.0,140.0,40,80,190,123719,123878,16.900000000000002,CT,15m
127183,CT,1,187.0,25696.75,50.2,75,TARGET_1,40.0,TARGET_2,80.0,95.0,128.0,40,80,190,127185,127259,16.900000000000002,CT,15m
127419,CT,1,119.0,25728.5,8.29,160,TARGET_1,40.0,TIMECAP,-47.0,61.0,104.0,40,80,190,127421,127580,16.900000000000002,CT,15m
131087,WT,-1,112.0,25705.5,63.60000000000001,112,TARGET_1,60.0,TARGET_2,80.0,87.0,66.0,60,80,240,131088,131199,19.11,WT,90m
135591,WT,-1,99.0,25699.25,63.60000000000001,50,TARGET_1,60.0,TARGET_2,80.0,85.0,36.0,60,80,240,135592,135641,17.080000000000002,NT,15m
137875,WT,-1,330.0,25296.75,-243.0,16,STOP,-240.0,STOP,-240.0,15.0,242.0,60,80,240,137876,137891,17.66,NT,15m
137960,CT,-1,330.0,25320.75,50.2,59,TARGET_1,40.0,TARGET_2,80.0,82.0,95.0,40,80,190,137961,138019,17.66,CT,15m
138377,CT,1,201.0,25184.5,50.2,45,TARGET_1,40.0,TARGET_2,80.0,81.0,156.0,40,80,190,138378,138422,16.900000000000002,CT,15m
138448,WT,1,201.0,25190.0,63.60000000000001,37,TARGET_1,60.0,TARGET_2,80.0,82.0,79.0,60,80,240,138449,138485,16.900000000000002,WT,15m
138595,WT,1,258.0,25211.0,63.60000000000001,26,TARGET_1,60.0,TARGET_2,80.0,116.0,46.0,60,80,240,138596,138621,18.8,NT,30m
